# YYYY MM DD HHMM  Lon_sid(deg)  Lat(deg)  Dist(AU)  Ayanamsa(deg)
2035 02 11 0000  70.112464  -3.524342  113.937364  25.230009
2035 02 12 0000  70.106250  -3.523961  113.983486  25.230016
2035 02 13 0000  70.100152  -3.523574  114.029815  25.230024
2035 02 14 0000  70.094167  -3.523181  114.076347  25.230040
2035 02 15 0000  70.088292  -3.522781  114.123076  25.230067
2035 02 16 0000  70.082528  -3.522377  114.169999  25.230107
2035 02 17 0000  70.076876  -3.521966  114.217110  25.230158
2035 02 18 0000  70.071343  -3.521551  114.264406  25.230216
2035 02 19 0000  70.065938  -3.521130  114.311881  25.230273
2035 02 20 0000  70.060667  -3.520703  114.359531  25.230324
2035 02 21 0000  70.055537  -3.520272  114.407353  25.230362
2035 02 22 0000  70.050551  -3.519836  114.455341  25.230387
2035 02 23 0000  70.045708  -3.519396  114.503492  25.230399
2035 02 24 0000  70.041006  -3.518951  114.551800  25.230403
2035 02 25 0000  70.036441  -3.518501  114.600263  25.230405
2035 02 26 0000  70.032008  -3.518048  114.648875  25.230409
2035 02 27 0000  70.027705  -3.517590  114.697632  25.230418
2035 02 28 0000  70.023531  -3.517129  114.746530  25.230435
2035 03 01 0000  70.019487  -3.516663  114.795564  25.230460
2035 03 02 0000  70.015574  -3.516195  114.844729  25.230493
2035 03 03 0000  70.011797  -3.515722  114.894020  25.230530
2035 03 04 0000  70.008158  -3.515247  114.943434  25.230571
2035 03 05 0000  70.004660  -3.514768  114.992964  25.230612
2035 03 06 0000  70.001309  -3.514287  115.042607  25.230649
2035 03 07 0000  69.998108  -3.513803  115.092356  25.230679
2035 03 08 0000  69.995061  -3.513316  115.142207  25.230701
2035 03 09 0000  69.992169  -3.512826  115.192154  25.230713
2035 03 10 0000  69.989431  -3.512335  115.242192  25.230716
2035 03 11 0000  69.986844  -3.511841  115.292316  25.230714
2035 03 12 0000  69.984404  -3.511345  115.342520  25.230713
2035 03 13 0000  69.982105  -3.510847  115.392799  25.230718
2035 03 14 0000  69.979943  -3.510347  115.443146  25.230735
2035 03 15 0000  69.977915  -3.509846  115.493557  25.230765
2035 03 16 0000  69.976023  -3.509344  115.544027  25.230806
2035 03 17 0000  69.974272  -3.508840  115.594548  25.230855
2035 03 18 0000  69.972668  -3.508335  115.645118  25.230905
2035 03 19 0000  69.971217  -3.507829  115.695729  25.230950
2035 03 20 0000  69.969924  -3.507322  115.746378  25.230985
2035 03 21 0000  69.968791  -3.506815  115.797059  25.231008
2035 03 22 0000  69.967818  -3.506308  115.847767  25.231018
2035 03 23 0000  69.967000  -3.505800  115.898497  25.231020
2035 03 24 0000  69.966334  -3.505292  115.949246  25.231017
2035 03 25 0000  69.965815  -3.504784  116.000007  25.231016
2035 03 26 0000  69.965437  -3.504277  116.050777  25.231019
2035 03 27 0000  69.965198  -3.503770  116.101549  25.231030
2035 03 28 0000  69.965098  -3.503263  116.152320  25.231049
2035 03 29 0000  69.965135  -3.502757  116.203085  25.231077
2035 03 30 0000  69.965312  -3.502252  116.253838  25.231112
2035 03 31 0000  69.965631  -3.501748  116.304575  25.231150
2035 04 01 0000  69.966094  -3.501245  116.355291  25.231189
2035 04 02 0000  69.966705  -3.500743  116.405980  25.231227
2035 04 03 0000  69.967465  -3.500243  116.456637  25.231259
2035 04 04 0000  69.968377  -3.499744  116.507258  25.231284
2035 04 05 0000  69.969442  -3.499248  116.557837  25.231300
2035 04 06 0000  69.970660  -3.498753  116.608369  25.231307
2035 04 07 0000  69.972026  -3.498259  116.658849  25.231308
2035 04 08 0000  69.973536  -3.497769  116.709271  25.231307
2035 04 09 0000  69.975183  -3.497280  116.759630  25.231312
2035 04 10 0000  69.976959  -3.496794  116.809921  25.231327
2035 04 11 0000  69.978860  -3.496310  116.860138  25.231356
2035 04 12 0000  69.980887  -3.495829  116.910277  25.231400
2035 04 13 0000  69.983040  -3.495351  116.960332  25.231453
2035 04 14 0000  69.985328  -3.494876  117.010298  25.231509
2035 04 15 0000  69.987755  -3.494403  117.060171  25.231560
2035 04 16 0000  69.990325  -3.493935  117.109946  25.231602
2035 04 17 0000  69.993039  -3.493469  117.159619  25.231632
2035 04 18 0000  69.995897  -3.493007  117.209185  25.231651
2035 04 19 0000  69.998895  -3.492549  117.258641  25.231660
2035 04 20 0000  70.002026  -3.492095  117.307981  25.231664
2035 04 21 0000  70.005284  -3.491644  117.357203  25.231668
2035 04 22 0000  70.008666  -3.491198  117.406301  25.231675
2035 04 23 0000  70.012165  -3.490756  117.455272  25.231690
2035 04 24 0000  70.015779  -3.490318  117.504111  25.231714
2035 04 25 0000  70.019507  -3.489884  117.552815  25.231747
2035 04 26 0000  70.023350  -3.489455  117.601380  25.231787
2035 04 27 0000  70.027307  -3.489031  117.649802  25.231833
2035 04 28 0000  70.031381  -3.488612  117.698076  25.231880
2035 04 29 0000  70.035574  -3.488197  117.746198  25.231927
2035 04 30 0000  70.039887  -3.487788  117.794165  25.231969
2035 05 01 0000  70.044322  -3.487383  117.841972  25.232005
2035 05 02 0000  70.048878  -3.486984  117.889615  25.232033
2035 05 03 0000  70.053555  -3.486590  117.937090  25.232053
2035 05 04 0000  70.058349  -3.486201  117.984393  25.232065
2035 05 05 0000  70.063256  -3.485818  118.031520  25.232074
2035 05 06 0000  70.068269  -3.485441  118.078467  25.232085
2035 05 07 0000  70.073379  -3.485069  118.125229  25.232105
2035 05 08 0000  70.078578  -3.484703  118.171803  25.232139
2035 05 09 0000  70.083865  -3.484343  118.218185  25.232189
2035 05 10 0000  70.089238  -3.483989  118.264370  25.232252
2035 05 11 0000  70.094703  -3.483641  118.310356  25.232321
2035 05 12 0000  70.100268  -3.483299  118.356138  25.232388
2035 05 13 0000  70.105935  -3.482964  118.401714  25.232445
2035 05 14 0000  70.111708  -3.482634  118.447080  25.232490
2035 05 15 0000  70.117584  -3.482312  118.492234  25.232522
2035 05 16 0000  70.123559  -3.481996  118.537172  25.232544
2035 05 17 0000  70.129626  -3.481686  118.581893  25.232559
2035 05 18 0000  70.135779  -3.481383  118.626393  25.232573
2035 05 19 0000  70.142012  -3.481087  118.670670  25.232590
2035 05 20 0000  70.148319  -3.480798  118.714721  25.232614
2035 05 21 0000  70.154697  -3.480516  118.758543  25.232646
2035 05 22 0000  70.161142  -3.480241  118.802136  25.232687
2035 05 23 0000  70.167655  -3.479973  118.845494  25.232735
2035 05 24 0000  70.174235  -3.479712  118.888618  25.232790
2035 05 25 0000  70.180883  -3.479458  118.931503  25.232848
2035 05 26 0000  70.187601  -3.479211  118.974148  25.232905
2035 05 27 0000  70.194390  -3.478972  119.016549  25.232959
2035 05 28 0000  70.201250  -3.478741  119.058706  25.233007
2035 05 29 0000  70.208182  -3.478516  119.100614  25.233047
2035 05 30 0000  70.215184  -3.478299  119.142273  25.233079
2035 05 31 0000  70.222254  -3.478090  119.183679  25.233104
2035 06 01 0000  70.229386  -3.477888  119.224830  25.233123
2035 06 02 0000  70.236574  -3.477694  119.265724  25.233142
2035 06 03 0000  70.243810  -3.477508  119.306359  25.233166
2035 06 04 0000  70.251087  -3.477329  119.346732  25.233202
2035 06 05 0000  70.258396  -3.477158  119.386841  25.233254
2035 06 06 0000  70.265738  -3.476995  119.426683  25.233321
2035 06 07 0000  70.273113  -3.476839  119.466258  25.233398
2035 06 08 0000  70.280528  -3.476692  119.505564  25.233478
2035 06 09 0000  70.287990  -3.476552  119.544598  25.233550
2035 06 10 0000  70.295503  -3.476420  119.583359  25.233610
2035 06 11 0000  70.303065  -3.476297  119.621848  25.233655
2035 06 12 0000  70.310672  -3.476181  119.660062  25.233687
2035 06 13 0000  70.318318  -3.476073  119.698001  25.233710
2035 06 14 0000  70.325995  -3.475974  119.735664  25.233731
2035 06 15 0000  70.333697  -3.475882  119.773050  25.233753
2035 06 16 0000  70.341416  -3.475799  119.810159  25.233781
2035 06 17 0000  70.349150  -3.475724  119.846990  25.233817
2035 06 18 0000  70.356894  -3.475657  119.883543  25.233861
2035 06 19 0000  70.364648  -3.475598  119.919817  25.233913
2035 06 20 0000  70.372411  -3.475548  119.955811  25.233971
2035 06 21 0000  70.380183  -3.475506  119.991525  25.234033
2035 06 22 0000  70.387966  -3.475471  120.026959  25.234095
2035 06 23 0000  70.395761  -3.475445  120.062112  25.234155
2035 06 24 0000  70.403568  -3.475428  120.096983  25.234208
2035 06 25 0000  70.411388  -3.475418  120.131573  25.234254
2035 06 26 0000  70.419219  -3.475417  120.165880  25.234291
2035 06 27 0000  70.427060  -3.475424  120.199905  25.234320
2035 06 28 0000  70.434905  -3.475439  120.233647  25.234343
2035 06 29 0000  70.442748  -3.475462  120.267106  25.234364
2035 06 30 0000  70.450583  -3.475493  120.300281  25.234387
2035 07 01 0000  70.458401  -3.475532  120.333172  25.234419
2035 07 02 0000  70.466196  -3.475580  120.365779  25.234464
2035 07 03 0000  70.473962  -3.475636  120.398101  25.234524
2035 07 04 0000  70.481701  -3.475699  120.430140  25.234598
2035 07 05 0000  70.489416  -3.475771  120.461894  25.234678
2035 07 06 0000  70.497113  -3.475851  120.493366  25.234755
2035 07 07 0000  70.504799  -3.475939  120.524554  25.234821
2035 07 08 0000  70.512476  -3.476035  120.555460  25.234872
2035 07 09 0000  70.520141  -3.476139  120.586085  25.234908
2035 07 10 0000  70.527788  -3.476251  120.616431  25.234932
2035 07 11 0000  70.535409  -3.476371  120.646498  25.234952
2035 07 12 0000  70.542997  -3.476499  120.676288  25.234971
2035 07 13 0000  70.550544  -3.476635  120.705802  25.234994
2035 07 14 0000  70.558047  -3.476778  120.735041  25.235024
2035 07 15 0000  70.565501  -3.476930  120.764008  25.235063
2035 07 16 0000  70.572906  -3.477089  120.792703  25.235109
2035 07 17 0000  70.580261  -3.477256  120.821128  25.235162
2035 07 18 0000  70.587566  -3.477431  120.849284  25.235219
2035 07 19 0000  70.594822  -3.477614  120.877174  25.235277
2035 07 20 0000  70.602031  -3.477804  120.904798  25.235333
2035 07 21 0000  70.609194  -3.478002  120.932158  25.235384
2035 07 22 0000  70.616311  -3.478207  120.959255  25.235426
2035 07 23 0000  70.623382  -3.478419  120.986092  25.235460
2035 07 24 0000  70.630404  -3.478639  121.012669  25.235485
2035 07 25 0000  70.637375  -3.478867  121.038988  25.235502
2035 07 26 0000  70.644288  -3.479101  121.065052  25.235517
2035 07 27 0000  70.651138  -3.479343  121.090861  25.235532
2035 07 28 0000  70.657916  -3.479592  121.116417  25.235553
2035 07 29 0000  70.664617  -3.479848  121.141722  25.235586
2035 07 30 0000  70.671235  -3.480110  121.166778  25.235631
2035 07 31 0000  70.677769  -3.480380  121.191587  25.235690
2035 08 01 0000  70.684221  -3.480657  121.216151  25.235758
2035 08 02 0000  70.690597  -3.480940  121.240471  25.235828
2035 08 03 0000  70.696903  -3.481230  121.264552  25.235891
2035 08 04 0000  70.703143  -3.481527  121.288395  25.235940
2035 08 05 0000  70.709317  -3.481830  121.312003  25.235974
2035 08 06 0000  70.715422  -3.482140  121.335379  25.235993
2035 08 07 0000  70.721451  -3.482456  121.358526  25.236005
2035 08 08 0000  70.727395  -3.482779  121.381448  25.236014
2035 08 09 0000  70.733248  -3.483108  121.404148  25.236026
2035 08 10 0000  70.739005  -3.483443  121.426629  25.236044
2035 08 11 0000  70.744662  -3.483785  121.448895  25.236071
2035 08 12 0000  70.750218  -3.484132  121.470948  25.236106
2035 08 13 0000  70.755672  -3.484485  121.492792  25.236147
2035 08 14 0000  70.761025  -3.484844  121.514430  25.236193
2035 08 15 0000  70.766279  -3.485209  121.535866  25.236241
2035 08 16 0000  70.771435  -3.485580  121.557103  25.236288
2035 08 17 0000  70.776495  -3.485956  121.578144  25.236330
2035 08 18 0000  70.781461  -3.486337  121.598992  25.236365
2035 08 19 0000  70.786332  -3.486724  121.619651  25.236391
2035 08 20 0000  70.791108  -3.487116  121.640125  25.236407
2035 08 21 0000  70.795786  -3.487513  121.660416  25.236416
2035 08 22 0000  70.800362  -3.487915  121.680527  25.236420
2035 08 23 0000  70.804829  -3.488322  121.700463  25.236425
2035 08 24 0000  70.809181  -3.488734  121.720226  25.236434
2035 08 25 0000  70.813412  -3.489150  121.739820  25.236452
2035 08 26 0000  70.817518  -3.489571  121.759248  25.236483
2035 08 27 0000  70.821498  -3.489996  121.778514  25.236527
2035 08 28 0000  70.825352  -3.490426  121.797622  25.236580
2035 08 29 0000  70.829086  -3.490860  121.816575  25.236638
2035 08 30 0000  70.832705  -3.491298  121.835378  25.236691
2035 08 31 0000  70.836214  -3.491740  121.854034  25.236735
2035 09 01 0000  70.839617  -3.492186  121.872548  25.236764
2035 09 02 0000  70.842912  -3.492636  121.890925  25.236779
2035 09 03 0000  70.846093  -3.493089  121.909169  25.236784
2035 09 04 0000  70.849156  -3.493546  121.927284  25.236783
2035 09 05 0000  70.852091  -3.494007  121.945276  25.236784
2035 09 06 0000  70.854895  -3.494470  121.963149  25.236791
2035 09 07 0000  70.857563  -3.494937  121.980908  25.236805
2035 09 08 0000  70.860094  -3.495407  121.998557  25.236829
2035 09 09 0000  70.862488  -3.495880  122.016102  25.236860
2035 09 10 0000  70.864748  -3.496356  122.033547  25.236897
2035 09 11 0000  70.866874  -3.496834  122.050897  25.236937
2035 09 12 0000  70.868870  -3.497315  122.068156  25.236976
2035 09 13 0000  70.870737  -3.497798  122.085329  25.237012
2035 09 14 0000  70.872479  -3.498284  122.102420  25.237042
2035 09 15 0000  70.874097  -3.498771  122.119434  25.237064
2035 09 16 0000  70.875591  -3.499261  122.136376  25.237076
2035 09 17 0000  70.876960  -3.499752  122.153250  25.237081
2035 09 18 0000  70.878201  -3.500245  122.170061  25.237079
2035 09 19 0000  70.879308  -3.500740  122.186813  25.237077
2035 09 20 0000  70.880277  -3.501236  122.203510  25.237078
2035 09 21 0000  70.881101  -3.501733  122.220157  25.237089
2035 09 22 0000  70.881777  -3.502231  122.236759  25.237112
2035 09 23 0000  70.882304  -3.502731  122.253319  25.237148
2035 09 24 0000  70.882684  -3.503231  122.269844  25.237195
2035 09 25 0000  70.882922  -3.503732  122.286336  25.237246
2035 09 26 0000  70.883023  -3.504233  122.302803  25.237296
2035 09 27 0000  70.882995  -3.504735  122.319247  25.237337
2035 09 28 0000  70.882841  -3.505237  122.335676  25.237367
2035 09 29 0000  70.882561  -3.505739  122.352093  25.237383
2035 09 30 0000  70.882154  -3.506241  122.368505  25.237388
2035 10 01 0000  70.881615  -3.506743  122.384916  25.237386
2035 10 02 0000  70.880937  -3.507245  122.401332  25.237384
2035 10 03 0000  70.880115  -3.507747  122.417760  25.237386
2035 10 04 0000  70.879147  -3.508248  122.434203  25.237397
2035 10 05 0000  70.878030  -3.508748  122.450667  25.237417
2035 10 06 0000  70.876767  -3.509248  122.467159  25.237445
2035 10 07 0000  70.875359  -3.509746  122.483682  25.237481
2035 10 08 0000  70.873808  -3.510243  122.500243  25.237521
2035 10 09 0000  70.872120  -3.510740  122.516847  25.237562
2035 10 10 0000  70.870297  -3.511234  122.533497  25.237600
2035 10 11 0000  70.868343  -3.511727  122.550201  25.237634
2035 10 12 0000  70.866261  -3.512218  122.566961  25.237661
2035 10 13 0000  70.864052  -3.512708  122.583785  25.237679
2035 10 14 0000  70.861717  -3.513195  122.600675  25.237689
2035 10 15 0000  70.859255  -3.513680  122.617638  25.237692
2035 10 16 0000  70.856662  -3.514163  122.634677  25.237693
2035 10 17 0000  70.853934  -3.514643  122.651798  25.237696
2035 10 18 0000  70.851066  -3.515121  122.669005  25.237708
2035 10 19 0000  70.848054  -3.515595  122.686303  25.237732
2035 10 20 0000  70.844897  -3.516067  122.703696  25.237771
2035 10 21 0000  70.841598  -3.516536  122.721188  25.237823
2035 10 22 0000  70.838162  -3.517002  122.738786  25.237881
2035 10 23 0000  70.834599  -3.517464  122.756492  25.237938
2035 10 24 0000  70.830915  -3.517923  122.774314  25.237989
2035 10 25 0000  70.827115  -3.518378  122.792255  25.238027
2035 10 26 0000  70.823202  -3.518829  122.810320  25.238053
2035 10 27 0000  70.819175  -3.519277  122.828515  25.238068
2035 10 28 0000  70.815031  -3.519721  122.846845  25.238075
2035 10 29 0000  70.810765  -3.520160  122.865316  25.238081
2035 10 30 0000  70.806374  -3.520595  122.883931  25.238089
2035 10 31 0000  70.801855  -3.521026  122.902696  25.238105
2035 11 01 0000  70.797207  -3.521453  122.921617  25.238131
2035 11 02 0000  70.792431  -3.521874  122.940697  25.238166
2035 11 03 0000  70.787530  -3.522291  122.959942  25.238209
2035 11 04 0000  70.782508  -3.522703  122.979357  25.238258
2035 11 05 0000  70.777371  -3.523110  122.998946  25.238309
2035 11 06 0000  70.772122  -3.523512  123.018713  25.238359
2035 11 07 0000  70.766767  -3.523908  123.038663  25.238405
2035 11 08 0000  70.761310  -3.524299  123.058800  25.238445
2035 11 09 0000  70.755753  -3.524685  123.079128  25.238477
2035 11 10 0000  70.750098  -3.525064  123.099652  25.238501
2035 11 11 0000  70.744347  -3.525438  123.120374  25.238517
2035 11 12 0000  70.738499  -3.525806  123.141300  25.238530
2035 11 13 0000  70.732549  -3.526168  123.162432  25.238543
2035 11 14 0000  70.726495  -3.526524  123.183775  25.238562
2035 11 15 0000  70.720333  -3.526873  123.205331  25.238593
2035 11 16 0000  70.714060  -3.527216  123.227105  25.238639
2035 11 17 0000  70.707679  -3.527552  123.249099  25.238700
2035 11 18 0000  70.701196  -3.527882  123.271318  25.238771
2035 11 19 0000  70.694620  -3.528205  123.293764  25.238845
2035 11 20 0000  70.687963  -3.528522  123.316442  25.238913
2035 11 21 0000  70.681230  -3.528831  123.339355  25.238968
2035 11 22 0000  70.674427  -3.529133  123.362507  25.239010
2035 11 23 0000  70.667554  -3.529429  123.385902  25.239039
2035 11 24 0000  70.660608  -3.529717  123.409542  25.239060
2035 11 25 0000  70.653587  -3.529998  123.433433  25.239078
2035 11 26 0000  70.646488  -3.530272  123.457577  25.239097
2035 11 27 0000  70.639307  -3.530538  123.481978  25.239123
